"","�Age","Gender","HasKids","EduLvl","WorkStatus","AnnualIncome","Occupation","YrsJobHeld","MosJobHeld","CommunitySz","CntryOfRes","MaritalStat","NumSons","NumDaughters","DP1","DP2","DP3","DP4","DP5","DPMean","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","AIPMean","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","GPMean","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SWLSMean","OthersLabel","DPMean.1"
"425",28,"Male","0","ltuni","full-time",45000,"Web Designer","8",7,"Large-City","Brazil","Single","0",0,4,4,5,5,5,4.6,1,4,5,5,5,5,5,4,5,5,5,3,5,2,5,4.27,5,5,5,5,2,4,4,5,5,2,5,5,2,4,5,5,4,5,5,5,4.35,1,2,3,3,1,2,"yes",4.6
"426",22,"Male","0","ltuni","student",NA,NA,"0",0,"Large-City","Brazil","Single","0",0,4,4,3,3,3,3.4,3,3,4,4,4,4,4,3,4,5,2,2,3,4,2,3.4,4,2,2,4,3,3,5,4,5,2,5,5,3,3,5,4,3,3,5,4,3.7,2,3,2,3,2,2.4,"yes",3.4
"427",24,"Male","0","dip","unemployed",10000,NA,"0",0,"Large-City","Brazil","Single","0",0,5,5,2,1,2,3,1,1,2,1,4,5,4,5,3,5,5,2,4,1,1,2.93,5,1,4,4,1,3,4,3,5,2,2,5,2,3,5,5,4,5,5,5,3.65,1,2,2,2,1,1.6,"no",3
"428",22,"Male","0","ltuni","student",150000,"","3",0,"Village","Brazil","Single","0",0,5,5,2,2,2,3.2,4,3,2,4,5,5,5,5,5,4,3,5,3,2,5,4,5,1,5,5,3,5,5,4,5,1,1,5,5,5,5,3,3,5,1,4,3.8,1,4,1,1,1,1.6,"yes",3.2
"429",23,"Male","0","ltuni","part-time",10000,"","0",1,"Small Town","Brazil","Single","0",0,4,4,3,4,2,3.4,4,2,3,5,4,3,3,4,4,5,4,4,2,2,4,3.53,4,2,3,3,3,2,3,3,4,3,2,5,2,3,4,3,3,4,4,3,3.15,2,1,2,2,2,1.8,"yes",3.4
"430",37.5,"Male","0","ma","full-time",87500,"","12",6,"Village","Brazil","Single","0",0,5,5,5,5,5,5,2,4,5,5,5,4,5,5,4,5,5,5,5,5,5,4.6,5,5,4,5,5,2,5,5,5,3,5,5,2,3,5,5,5,5,5,5,4.45,1,2,1,4,3,2.2,"yes",5
"431",45,"Male","0","deg","full-time",45000,"","10",0,"Village","Brazil","Married","0",0,3,4,3,3,3,3.2,2,5,5,4,5,4,5,4,2,4,5,5,5,5,5,4.33,5,3,3,5,4,2,4,3,4,4,4,4,4,4,4,4,4,5,4,5,3.95,3,3,2,2,1,2.2,"yes",3.2
"432",19,"Male","0","ltuni","part-time",15000,"Dish Washer","0",0,"Small City","Iran","Single","0",0,3,4,4,4,3,3.6,3,2,3,2,3,4,3,3,3,3,3,2,3,3,1,2.73,3,3,2,3,2,3,3,3,3,2,3,3,2,2,3,4,3,2,4,3,2.8,4,4,4,4,4,4,"no",3.6
"433",23,"Female","0","deg","part-time",NA,"","0",8,"Village","Iran","Single","0",0,3,4,4,4,4,3.8,3,5,5,4,5,4,5,4,5,5,3,4,4,5,4,4.33,4,4,2,5,4,5,3,4,5,3,5,4,3,4,5,4,4,5,4,4,4.05,2,3,2,3,3,2.6,"yes",3.8
"434",45,"Female","0","ma","full-time",35000,"journalist (freelance)","5",8,"Large-City","Mexico","Single","0",0,4,3,2,2,2,2.6,1,3,2,5,5,5,5,4,5,5,5,5,1,5,5,4.07,5,1,2,5,3,3,3,3,5,3,5,5,1,1,4,3,3,5,5,5,3.5,4,4,4,3,3,3.6,"yes",2.6
"435",28,"Male","0","deg","part-time",25000,"ESL Teacher/Biologist","0",6,"Large-City","Mexico","Single","0",0,4,4,4,3,3,3.6,1,4,4,5,2,1,4,4,3,5,1,4,2,5,2,3.13,4,2,4,2,2,2,5,4,5,5,5,4,1,5,4,5,4,5,4,5,3.85,2,2,3,4,3,2.8,"yes",3.6
"436",32.5,"Female","0","ma","full-time",35000,"Sales executive","5",2,"Large-City","Mexico","Single","0",0,2,1,1,1,1,1.2,2,2,5,4,3,1,3,4,1,3,5,4,2,3,2,2.93,2,2,2,5,1,2,2,2,3,2,4,3,2,2,3,2,3,3,3,2,2.5,4,4,4,3,4,3.8,"yes",1.2
"437",80,"Female","0","high","retired",15000,NA,"0",0,"Large Town","Mexico","Divorced","0",0,5,5,5,5,5,5,3,4,4,5,5,5,3,5,3,5,4,3,5,4,5,4.2,5,2,3,5,5,3,5,5,5,5,5,4,3,4,5,4,3,5,5,4,4.25,3,3,3,3,2,2.8,"yes",5
"438",67.5,"Female","1","deg","retired",35000,"retired","9",0,"Medium-Sized","Mexico","Widowed","0",1,3,3,2,2,1,2.2,1,2,5,4,4,4,2,3,3,4,4,4,5,3,4,3.47,4,2,4,3,3,2,3,4,3,2,3,4,2,2,4,5,4,4,2,4,3.2,3,4,4,4,2,3.4,"yes",2.2
"439",25,"Female","0","dip","part-time",10000,"","0",6,"Village","Mexico","Single","0",0,4,3,2,2,2,2.6,1,1,3,3,1,1,3,3,3,2,4,1,2,1,2,2.07,2,1,1,1,3,3,3,3,3,1,2,3,2,2,2,2,2,3,4,3,2.3,4,4,4,4,4,4,"no",2.6
"440",67.5,"Female","1","ma","part-time",35000,"","5",0,"Medium-Sized","Mexico","Married","1",1,2,3,3,2,2,2.4,2,2,4,4,2,2,2,3,2,2,4,3,3,3,3,2.73,2,2,3,2,4,2,2,3,3,2,3,3,2,2,3,2,2,3,2,4,2.55,4,4,4,4,3,3.8,"no",2.4
"441",45,"Male","1","deg","full-time",150000,"","5",0,"Village","Mexico","Married","1",2,4,4,4,3,3,3.6,1,1,2,3,4,4,3,3,2,3,2,2,2,5,4,2.73,5,3,3,3,2,2,4,4,4,3,3,4,2,4,4,5,5,4,5,3,3.6,4,4,2,3,3,3.2,"no",3.6
"442",32.5,"Female","1","ma","full-time",45000,"","1",9,"Village","Mexico","Married","0",1,4,3,2,2,3,2.8,2,1,4,3,2,3,3,4,3,3,4,2,3,2,3,2.8,3,3,4,3,3,3,3,4,3,2,3,3,2,3,3,4,3,3,3,3,3.05,3,4,3,4,3,3.4,"yes",2.8
"443",28,"Male","1","deg","full-time",35000,"","8",0,"Large Town","Mexico","Married","0",1,4,4,4,4,4,4,2,3,3,4,5,5,3,3,4,5,4,5,5,3,4,3.87,4,1,2,2,1,2,3,4,5,2,2,4,2,4,4,5,5,3,5,4,3.2,4,2,4,4,5,3.8,"yes",4
"444",45,"Female","1","deg","full-time",25000,"","10",0,"Village","Mexico","Married","1",0,1,1,2,1,1,1.2,1,1,1,1,1,5,1,1,1,1,2,1,1,1,3,1.47,2,1,1,3,3,2,3,1,3,1,3,3,3,1,3,3,1,2,2,2,2.15,4,4,4,4,4,4,"no",1.2
"445",45,"Male","1","ma","full-time",45000,"","2",7,"Village","Mexico","Married","3",0,4,4,4,2,2,3.2,1,1,1,2,2,5,3,2,1,1,4,1,1,1,1,1.8,3,1,3,1,2,2,1,2,2,1,5,2,1,5,3,4,1,2,2,5,2.4,2,2,3,4,4,3,"no",3.2
"446",22,"Female","0","dip","student",10000,NA,"2",6,"Village","Germany","Single","0",0,4,4,4,3,3,3.6,1,1,1,4,4,4,3,5,1,4,5,2,3,1,4,2.87,4,1,2,3,4,2,4,5,4,1,2,4,2,3,5,2,2,4,4,2,3,2,2,3,4,2,2.6,"no",3.6
"447",32.5,"Male","0","ma","part-time",45000,NA,"0",0,"Large-City","Germany","Married","0",0,3,3,3,3,3,3,1,1,3,1,2,1,3,4,2,4,2,3,3,1,2,2.2,3,1,2,2,3,3,3,4,3,1,4,3,2,3,3,3,3,3,2,3,2.7,4,4,3,3,3,3.4,"yes",3
"448",32.5,"Male","0","high","student",10000,NA,"5",6,"Medium-Sized","Germany","Single","0",0,5,5,5,4,4,4.6,1,1,1,3,4,4,5,5,5,5,2,2,3,1,2,2.93,5,1,3,1,3,4,3,5,4,1,4,5,1,3,5,5,4,5,5,4,3.55,1,1,1,1,2,1.2,"yes",4.6
"449",45,"Female","1","ma","part-time",25000,"Freelance ESL Teacher","8",0,"Medium-Sized","Germany","Single","0",1,4,4,4,3,4,3.8,4,3,5,4,4,2,3,3,3,3,4,4,4,4,4,3.6,4,4,3,2,5,4,4,3,4,5,4,4,4,4,4,5,3,4,2,3,3.75,4,4,4,2,3,3.4,"yes",3.8
"450",23,"Male","0","high","student",10000,"","0",0,"Medium-Sized","Germany","","0",0,5,4,4,4,4,4.2,1,1,4,5,5,4,4,5,4,5,5,5,5,3,5,4.07,4,2,4,5,4,5,5,5,5,4,4,5,1,4,4,5,4,4,4,5,4.15,2,2,2,3,4,2.6,"yes",4.2
"451",28,"Female","0","deg","full-time",35000,"Information Developer","2",1,"Medium-Sized","Germany","Married","0",0,1,2,3,1,1,1.6,4,1,5,1,2,1,4,3,2,1,2,3,3,2,4,2.53,3,1,5,5,5,2,4,4,2,1,2,2,1,2,2,5,4,4,2,5,3.05,4,5,5,5,4,4.6,"yes",1.6
"452",28,"Male","0","ma","student",10000,NA,"0",0,"Medium-Sized","Germany","","0",0,4,4,4,4,4,4,4,2,4,3,4,4,4,4,1,4,3,4,4,4,1,3.33,5,2,3,4,4,4,3,4,4,3,3,4,4,4,5,5,4,4,4,4,3.85,3,3,3,4,2,3,"yes",4
"453",32.5,"Female","1","deg","full-time",25000,"IT admin","6",0,"Large-City","Germany","Married","0",1,4,4,4,3,4,3.8,3,3,4,4,4,4,4,4,4,4,2,4,3,4,4,3.67,4,2,3,4,2,2,4,4,4,4,4,4,2,2,4,4,4,3,4,4,3.4,2,4,3,4,2,3,"yes",3.8
"454",45,"Female","0","ltuni","unemployed",15000,NA,"0",0,"Medium-Sized","Germany","Single","0",0,4,3,4,3,4,3.6,2,2,2,2,4,4,4,4,1,2,2,3,2,3,4,2.73,4,4,3,3,3,2,5,4,4,3,4,4,2,2,3,3,2,2,3,3,3.15,3,1,3,2,1,2,"yes",3.6
"455",37.5,"Male","1","ma","full-time",150000,"Network Engineer","1",8,"Rural/Country","Germany","Married","1",2,3,3,4,4,4,3.6,3,2,5,3,4,3,4,2,4,4,4,3,2,2,5,3.33,5,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,3,3,3,3,2,2.8,"yes",3.6
"456",24,"Male","0","ltuni","student",10000,NA,"3",6,"Medium-Sized","Germany","Single","0",0,4,5,5,3,3,4,1,4,2,4,2,2,3,4,3,4,4,5,4,5,2,3.27,4,2,3,5,4,4,4,4,5,4,3,4,4,4,4,4,4,5,5,5,4.05,2,2,2,4,2,2.4,"no",4
"457",45,"Female","0","ma","full-time",NA," teacher","17",0,"Medium-Sized","Germany","Single","0",0,5,4,4,3,3,3.8,4,2,4,4,3,5,4,5,3,5,4,4,5,4,4,4,4,2,2,2,4,4,4,4,2,5,5,2,1,5,5,3,4,5,5,5,3.65,2,3,3,2,3,2.6,"yes",3.8
"458",32.5,"Female","0","ma","student",10000,NA,"7",0,"Village","Germany","Single","0",0,5,3,3,2,2,3,2,3,4,3,2,3,3,4,3,4,3,5,3,5,5,3.47,4,2,2,1,3,2,2,4,5,3,3,5,2,3,4,2,2,4,3,3,2.95,3,5,2,2,2,2.8,"yes",3
"459",28,"Female","0","ma","student",15000,NA,"1",3,"Large-City","Germany","Single","0",0,4,3,4,3,3,3.4,2,2,4,3,3,3,4,4,3,3,3,3,4,2,3,3.07,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3.8,3,3,4,4,2,3.2,"yes",3.4
"460",28,"Female","0","ma","full-time",25000," teacher","4",10,"Medium-Sized","Germany","Single","0",0,3,3,2,2,1,2.2,1,2,4,3,2,2,3,4,1,2,2,3,2,3,3,2.47,3,3,2,2,2,3,3,3,4,3,4,4,2,2,3,3,2,4,4,4,3,3,3,3,2,1,2.4,"no",2.2
"461",23,"Male","0","lthigh","student",10000,NA,"1",0,"Medium-Sized","Germany","Single","0",0,5,5,3,4,4,4.2,5,1,5,5,5,5,5,4,5,5,5,3,5,1,5,4.27,5,5,4,5,5,3,5,3,5,5,3,5,5,4,5,5,4,5,5,5,4.55,2,4,2,2,1,2.2,"yes",4.2
"462",28,"Male","0","deg","student",10000,NA,"5",7,"Large-City","Germany","Married","0",0,4,3,1,1,1,2,3,4,4,4,5,5,5,5,5,5,2,5,4,5,5,4.4,5,2,2,2,4,2,4,2,4,5,5,5,3,4,5,3,3,5,3,4,3.6,3,4,4,5,1,3.4,"yes",2
"463",28,"Female","0","ltuni","student",10000,"student childhood and youth studies","1",3,"Large-City","Germany","Married","0",0,4,4,4,3,3,3.6,2,3,2,3,3,5,3,5,4,5,2,4,2,5,3,3.4,4,2,2,4,5,2,3,4,4,1,3,5,3,4,4,4,3,5,5,5,3.6,2,3,3,3,3,2.8,"no",3.6
"464",55,"Male","1","ma","full-time",67500,"Quality Manager","2",0,"Large-City","Germany","Married","1",1,4,4,4,5,5,4.4,3,2,5,3,4,5,4,5,4,4,4,3,2,3,5,3.73,5,3,4,1,4,3,4,4,4,4,2,5,3,4,5,4,3,4,4,4,3.7,3,2,4,3,1,2.6,"yes",4.4
"465",28,"Male","0","ma","student",10000,NA,"0",0,"Medium-Sized","Germany","Single","0",0,4,5,4,4,4,4.2,2,4,4,4,3,4,4,4,3,4,4,2,4,3,1,3.33,5,4,2,5,4,5,3,4,5,1,4,4,3,5,4,4,4,5,5,5,4.05,3,2,2,2,1,2,"yes",4.2
"466",45,"Male","0","ltuni","full-time",45000,"Translator","2",8,"Large-City","Germany","Single","0",0,4,3,2,3,3,3,4,2,4,5,5,3,5,4,5,4,3,4,3,4,4,3.93,4,2,4,2,3,3,3,4,4,5,4,4,3,3,4,4,3,4,4,3,3.5,2,3,2,3,1,2.2,"yes",3
"467",28,"Female","0","ltuni","student",10000,"","7",0,"Large Town","Germany","Single","0",0,5,3,5,5,4,4.4,2,2,4,4,5,4,4,5,5,5,5,3,4,1,5,3.87,5,4,3,5,5,4,4,4,4,4,5,4,3,3,5,4,4,5,5,5,4.25,2,1,2,1,1,1.4,"yes",4.4
"468",28,"Female","0","dip","student",10000,"","0",0,"Village","Germany","Single","0",0,5,4,5,5,5,4.8,1,5,2,5,5,5,5,5,5,5,2,5,2,5,5,4.13,5,5,1,5,1,1,5,5,5,5,5,5,1,1,4,3,2,5,5,5,3.7,4,5,4,4,4,4.2,"no",4.8
"469",21,"Male","0","ltuni","student",NA,"","3",0,"Village","Germany","Single","0",0,4,4,4,3,3,3.6,2,4,3,4,5,5,4,5,3,5,3,5,4,3,4,3.93,5,2,3,5,3,2,4,4,5,4,4,5,3,4,5,4,4,5,5,5,4.05,2,4,3,3,2,2.8,"yes",3.6
"470",25,"Male","0","deg","part-time",15000,"","2",0,"Village","Germany","Single","0",0,2,2,2,2,2,2,2,2,5,3,2,1,2,3,2,4,2,3,3,2,3,2.6,3,3,3,5,3,2,3,3,3,3,3,3,2,3,4,4,3,3,4,3,3.15,4,5,4,4,4,4.2,"yes",2
"471",28,"Male","0","ltuni","unemployed",10000,"","1",0,"Small Town","Germany","Single","0",0,5,5,5,5,5,5,5,5,5,5,5,3,5,5,1,5,5,5,5,3,5,4.47,5,1,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4.6,1,1,1,2,1,1.2,"yes",5
"472",25,"Male","0","deg","part-time",10000,"","3",0,"Village","Germany","Single","0",0,4,4,4,5,5,4.4,5,3,4,2,5,4,5,2,2,4,1,1,3,1,4,3.07,2,2,2,2,4,4,4,2,5,1,4,4,2,4,4,3,2,4,4,4,3.15,1,3,3,2,1,2,"no",4.4
"473",37.5,"Female","0","ma","full-time",15000,"","5",0,"Village","Germany","","0",0,5,5,3,2,2,3.4,1,1,1,1,2,1,1,3,2,3,4,1,5,1,2,1.93,3,3,3,3,1,4,2,3,5,1,2,4,1,3,5,2,3,5,5,5,3.15,2,4,1,1,2,2,"no",3.4
"474",28,"Female","0","phd","full-time",25000,"","0",9,"Large Town","Germany","Single","0",0,5,5,5,4,4,4.6,2,2,1,5,3,1,1,4,1,5,4,2,4,1,5,2.73,3,1,3,5,5,3,5,5,5,4,2,2,4,3,3,3,5,2,5,1,3.45,3,3,3,4,4,3.4,"no",4.6
"475",45,"Male","1","dip","full-time",150000,"","4",0,"Village","Germany","Single","0",1,2,3,4,2,2,2.6,1,1,5,2,3,1,4,2,2,4,2,1,5,1,4,2.53,4,4,4,1,4,2,4,3,4,2,3,4,2,2,4,4,3,4,4,4,3.3,2,4,4,4,2,3.2,"yes",2.6
"476",20,"Male","0","ltuni","student",10000,"","1",0,"Medium-Sized","Germany","Single","0",0,5,5,5,4,4,4.6,1,1,5,5,3,5,5,3,5,5,3,3,4,5,5,3.87,5,5,4,5,1,4,5,5,5,5,4,5,4,4,3,5,5,4,5,5,4.4,1,2,1,4,4,2.4,"yes",4.6
"477",16.5,"Female","0","high","student",NA,"","0",0,"Small Town","Germany","Single","0",0,3,3,5,3,3,3.4,1,2,5,4,3,1,4,4,1,4,3,5,4,3,1,3,4,1,4,5,5,3,4,5,3,2,5,3,2,4,4,5,4,3,4,4,3.7,3,4,2,3,1,2.6,"yes",3.4
"478",37.5,"Male","0","ma","full-time",87500,"","10",0,"Rural/Country","Germany","Married","0",0,4,4,4,3,3,3.6,2,4,4,5,4,3,5,4,4,4,2,4,2,5,4,3.73,4,2,4,5,4,3,3,3,4,4,4,4,2,3,5,4,4,5,3,4,3.7,4,4,4,5,5,4.4,"yes",3.6
"479",28,"Female","1","dip","student",10000,"","0",0,"Rural/Country","Germany","","0",1,4,4,4,2,2,3.2,2,1,1,2,2,5,5,5,2,4,2,2,2,1,1,2.47,5,1,2,4,3,1,3,4,5,1,4,5,1,2,5,2,1,3,5,4,3.05,4,4,4,4,4,4,"yes",3.2
"480",32.5,"Female","0","lthigh","full-time",25000,"","0",0,"Village","Germany","Single","0",0,5,5,3,4,4,4.2,5,3,5,5,3,3,4,4,2,5,4,4,5,3,5,4,4,4,5,5,2,3,5,4,4,4,3,3,5,4,3,4,4,4,4,5,3.95,1,1,1,1,1,1,"yes",4.2
"481",28,"Female","0","ma","student",10000,"","0",0,"Small Town","Germany","Single","0",0,3,5,5,4,4,4.2,2,2,2,3,4,1,1,4,3,3,2,3,3,3,4,2.67,4,4,2,4,5,5,3,4,4,2,4,4,1,2,4,4,1,4,4,3,3.4,2,3,2,1,2,2,"yes",4.2
"482",28,"Male","0","dip","student",10000,"","1",8,"Rural/Country","Germany","Single","0",0,4,3,3,3,3,3.2,3,1,2,3,5,5,4,4,4,4,2,2,4,1,3,3.13,5,1,3,5,5,2,2,3,4,1,3,4,3,4,5,5,4,5,3,4,3.55,3,2,2,2,2,2.2,"yes",3.2
"483",16.5,"Male","1","lthigh","student",10000,NA,"2",3,"Village","United Kingdom","Separated","8",5,3,3,2,2,3,2.6,3,4,4,3,3,2,3,3,2,2,5,5,5,2,2,3.2,2,1,5,5,2,4,2,5,1,1,3,3,3,4,4,2,1,5,4,2,2.95,2,1,1,2,1,1.4,"no",2.6
"484",28,"Female","0","phd","student",15000,NA,"3",0,"Small City","United Kingdom","Single","0",0,5,3,3,1,1,2.6,1,1,1,1,5,5,5,5,5,3,4,1,1,1,5,2.93,5,5,1,1,5,5,3,5,5,1,1,5,1,5,5,5,5,3,5,5,3.8,4,4,4,5,5,4.4,"yes",2.6
"485",45,"Male","1","dip","full-time",NA,NA,"5",0,"Small City","United Kingdom","Married","1",1,5,5,3,4,4,4.2,1,1,1,3,3,4,2,4,3,4,3,3,3,2,1,2.53,5,2,1,2,3,4,5,5,5,1,2,5,2,4,5,4,3,5,5,5,3.65,2,2,2,3,1,2,"yes",4.2
"486",25,"Male","0","dip","student",10000,NA,"0",0,"Large-City","United Kingdom","Single","0",0,3,3,4,4,4,3.6,1,4,2,4,4,2,4,4,4,4,2,4,4,4,3,3.33,4,4,4,5,2,5,4,4,4,4,1,4,3,3,4,4,4,4,4,4,3.75,3,3,3,4,3,3.2,"yes",3.6
"487",32.5,"Female","0","ma","full-time",67500,"Town Planner","0",4,"Large-City","United Kingdom","Single","0",0,3,3,2,3,3,2.8,1,1,1,3,3,5,2,2,2,3,5,3,5,3,4,2.87,5,5,3,4,5,3,3,3,3,1,4,3,3,5,4,5,4,3,2,5,3.65,4,3,4,4,3,3.6,"no",2.8
"488",25,"Male","0","phd","student",15000,NA,"2",3,"Medium-Sized","United Kingdom","Single","0",0,2,3,2,3,3,2.6,4,2,5,2,4,4,4,4,2,3,4,4,4,3,5,3.6,5,2,4,4,4,3,5,2,5,1,4,2,4,5,4,4,4,5,5,5,3.85,2,4,4,3,4,3.4,"yes",2.6
"489",37.5,"Female","1","ma","part-time",10000,"Administrator","6",0,"Medium-Sized","United Kingdom","Married","1",0,5,5,5,5,5,5,4,4,4,2,2,5,5,4,4,4,3,4,4,3,4,3.73,4,4,3,5,3,3,4,2,4,5,2,5,3,3,5,4,2,4,4,4,3.65,3,3,3,3,3,3,"yes",5
"490",45,"Male","1","phd","full-time",55000,"assistant professor","9",0,"Large-City","United Kingdom","Divorced","1",0,3,4,3,3,3,3.2,5,1,3,4,5,4,5,5,5,4,2,3,5,3,5,3.93,5,4,3,3,5,2,5,3,4,5,4,5,3,2,4,5,4,5,5,3,3.95,4,4,3,4,1,3.2,"yes",3.2
"491",45,"Male","1","ma","full-time",150000,"business","14",0,"Medium-Sized","United Kingdom","Married","1",0,3,4,3,3,4,3.4,5,1,4,2,5,5,3,4,4,5,4,1,4,1,5,3.53,5,5,5,1,5,2,5,5,5,1,2,4,1,2,3,4,4,3,5,4,3.55,2,2,2,3,1,2,"yes",3.4
"492",32.5,"Male","0","dip","full-time",67500,NA,"3",0,"Medium-Sized","United Kingdom","Single","0",0,4,3,3,3,3,3.2,5,4,4,4,3,4,4,4,4,4,2,4,4,4,4,3.87,4,2,3,4,2,2,3,3,4,4,4,2,5,3,3,3,4,4,4,4,3.35,2,3,3,3,2,2.6,"yes",3.2
"493",45,"Female","0","dip","full-time",45000,"civil servant","10",6,"Medium-Sized","United Kingdom","Married","0",0,4,4,2,2,2,2.8,2,1,1,3,2,1,1,3,2,3,3,1,2,1,4,2,2,1,2,2,3,2,3,2,2,2,3,3,3,3,2,2,2,2,3,3,2.35,3,3,3,5,5,3.8,"no",2.8
"494",55,"Female","1","high","retired",10000,NA,"0",0,"Large Town","United Kingdom","Married","1",0,2,2,2,2,2,2,3,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1.4,2,1,1,1,3,2,2,2,1,1,1,1,2,3,1,2,1,2,2,2,1.65,3,3,3,3,3,3,"no",2
"495",45,"Female","1","ltuni","full-time",25000,"Technical support rep","8",3,"Small Town","United Kingdom","Married","0",2,4,4,4,2,2,3.2,1,1,2,3,3,1,1,1,2,4,5,1,3,1,3,2.13,4,1,3,3,2,3,4,5,4,4,3,4,4,4,2,4,3,5,3,5,3.5,3,3,3,5,3,3.4,"no",3.2
"496",24,"Male","0","deg","student",25000,NA,"2",6,"Medium-Sized","United Kingdom","Single","0",0,4,5,2,3,3,3.4,1,4,3,4,5,5,5,4,5,5,4,3,4,5,4,4.07,5,1,2,5,5,2,5,4,5,5,1,5,4,3,5,5,5,3,5,5,4,2,3,3,3,2,2.6,"yes",3.4
"497",67.5,"Male","0","ma","retired",15000,"retired","1",8,"Medium-Sized","United Kingdom","Married","0",0,5,5,5,4,4,4.6,3,1,5,5,5,4,5,5,5,5,5,2,2,2,4,3.87,5,5,4,2,2,4,5,4,5,4,4,5,3,4,5,5,4,5,5,4,4.2,1,1,2,2,2,1.6,"yes",4.6
"498",24,"Male","0","deg","student",15000,NA,"0",6,"Medium-Sized","United Kingdom","Single","0",0,4,5,4,4,4,4.2,2,2,4,3,3,3,5,5,4,5,2,3,3,2,3,3.27,5,2,4,3,3,2,5,3,5,2,3,5,2,3,5,3,3,4,5,4,3.55,2,4,3,2,4,3,"yes",4.2
"499",55,"Female","1","deg","full-time",NA,"Programmer/Software Analyst","6",0,"Large Town","United Kingdom","Married","0",2,2,3,2,1,1,1.8,1,1,1,2,2,1,4,2,2,1,2,2,3,2,2,1.87,3,2,2,2,2,4,2,3,2,1,5,2,1,2,2,2,2,2,3,2,2.3,4,4,4,4,5,4.2,"no",1.8
"500",45,"Male","1","deg","full-time",87500,"engineer","8",0,"Medium-Sized","United Kingdom","Married","1",0,3,3,2,2,2,2.4,4,1,3,2,4,4,4,5,3,3,4,2,5,1,4,3.27,4,3,4,1,4,2,5,3,5,2,3,5,4,3,5,5,4,4,4,5,3.75,2,3,2,2,2,2.2,"no",2.4
"501",21,"Male","0","deg","unemployed",NA,NA,"0",0,"Large Town","United Kingdom","Single","0",0,4,5,4,5,5,4.6,3,4,5,5,5,4,5,5,5,5,5,4,5,4,5,4.6,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,4.85,2,3,2,4,3,2.8,"yes",4.6
"502",32.5,"Male","0","ma","full-time",55000,"Project Manager","0",8,"Small Town","United Kingdom","Married","0",0,3,4,4,4,4,3.8,2,1,5,2,4,5,3,5,3,3,3,3,5,1,4,3.27,4,4,3,5,2,4,4,4,4,2,1,5,2,4,3,4,4,4,4,4,3.55,3,3,2,3,1,2.4,"yes",3.8
"503",45,"Male","0","ma","full-time",55000,"Project Manager","0",0,"Small City","United Kingdom","Married","0",0,4,4,4,3,4,3.8,2,1,2,2,2,4,1,3,1,2,1,2,3,1,2,1.93,4,1,2,2,4,3,5,2,5,1,5,3,4,4,3,3,3,4,5,1,3.2,4,4,3,3,4,3.6,"no",3.8
"504",45,"Male","1","deg","full-time",250000,"company director","5",0,"Medium-Sized","United Kingdom","Married","5",1,3,2,2,3,2,2.4,4,2,3,3,4,1,5,3,2,4,3,4,4,3,5,3.33,5,3,3,3,4,4,5,4,5,3,3,4,4,4,4,4,4,4,5,4,3.95,4,3,3,5,4,3.8,"yes",2.4
"505",45,"Female","1","ma","full-time",150000,"director","1",0,"","United Kingdom","Divorced","0",3,4,4,4,4,4,4,2,2,4,2,4,4,4,3,3,3,2,2,5,2,4,3.07,4,3,4,1,4,4,4,4,4,4,3,4,3,3,4,4,4,3,3,4,3.55,3,3,3,3,2,2.8,"yes",4
"506",19,"Male","0","deg","part-time",10000,"Customer Service","1",9,"Small Town","United Kingdom","Single","0",0,5,5,5,5,5,5,3,1,5,5,5,1,5,4,5,5,3,2,4,2,5,3.67,5,1,5,5,3,4,4,4,5,4,4,5,3,3,4,4,4,5,5,5,4.1,1,1,1,2,1,1.2,"yes",5
"507",28,"Female","0","ma","full-time",15000,"cataloguer /  freelance artist","3",0,"Large-City","United Kingdom","Single","0",0,4,5,5,5,5,4.8,1,3,5,4,5,4,4,4,3,4,2,4,3,4,2,3.47,5,3,3,5,5,5,5,5,5,2,5,5,1,4,5,5,3,5,5,5,4.3,2,2,2,3,3,2.4,"",4.8
"508",22,"Male","0","ltuni","part-time",15000,NA,"0",6,"Large-City","United Kingdom","Single","0",0,4,5,4,4,4,4.2,5,5,5,5,5,2,5,5,5,5,3,5,5,4,5,4.6,5,5,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4.85,1,3,1,1,1,1.4,"yes",4.2
"509",55,"Female","1","deg","part-time",NA,"deputy practice manager","4",0,"Medium-Sized","United Kingdom","Divorced","2",1,5,5,5,5,5,5,5,1,4,4,5,5,4,5,5,4,4,3,4,3,5,4.07,5,2,5,5,5,5,5,4,5,5,3,5,4,5,5,5,4,5,5,5,4.6,2,3,2,3,2,2.4,"yes",5
